"Estacion","Fecha inicial","Fecha final","NO"
"ALMACÉN GENERAL DE EPM","2024-11-09","","17.38800756"
"ALMACÉN GENERAL DE EPM","2024-11-08","","28.78923065"
"ALMACÉN GENERAL DE EPM","2024-11-07","","25.85881398"
"ALMACÉN GENERAL DE EPM","2024-11-06","","16.25562849"
"ALMACÉN GENERAL DE EPM","2024-11-05","","21.91490964"
"ALMACÉN GENERAL DE EPM","2024-11-04","","12.06526053"
"ALMACÉN GENERAL DE EPM","2024-11-03","","10.97788661"
"ALMACÉN GENERAL DE EPM","2024-11-02","","16.7272039"
"ALMACÉN GENERAL DE EPM","2024-11-01","","26.13336192"
"ALMACÉN GENERAL DE EPM","2024-10-31","","10.00478453"
"ALMACÉN GENERAL DE EPM","2024-10-30","","15.91482352"
"ALMACÉN GENERAL DE EPM","2024-10-29","","15.55597156"
"ALMACÉN GENERAL DE EPM","2024-10-28","","14.70598186"
"ALMACÉN GENERAL DE EPM","2024-10-27","","3.08016972"
"ALMACÉN GENERAL DE EPM","2024-10-26","","12.51509986"
"ALMACÉN GENERAL DE EPM","2024-10-25","","31.20797064"
"ALMACÉN GENERAL DE EPM","2024-10-24","","40.98738432"
"ALMACÉN GENERAL DE EPM","2024-10-23","","29.57305058"
"ALMACÉN GENERAL DE EPM","2024-10-22","","34.78908035"
"ALMACÉN GENERAL DE EPM","2024-10-21","","16.97055282"
"ALMACÉN GENERAL DE EPM","2024-10-20","","3.23182806"
"ALMACÉN GENERAL DE EPM","2024-10-19","","8.97886731"
"ALMACÉN GENERAL DE EPM","2024-10-18","","11.46941167"
"ALMACÉN GENERAL DE EPM","2024-10-17","","19.28891493"
"ALMACÉN GENERAL DE EPM","2024-10-16","","22.07636065"
"ALMACÉN GENERAL DE EPM","2024-10-15","","14.15396673"
"ALMACÉN GENERAL DE EPM","2024-10-14","","11.32807235"
"ALMACÉN GENERAL DE EPM","2024-10-13","","4.84347493"
"ALMACÉN GENERAL DE EPM","2024-10-12","","7.03568817"
"ALMACÉN GENERAL DE EPM","2024-10-11","","22.50849054"
"ALMACÉN GENERAL DE EPM","2024-10-10","","21.55234894"
"ALMACÉN GENERAL DE EPM","2024-10-09","","17.53531678"
"ALMACÉN GENERAL DE EPM","2024-10-08","","26.06908594"
"ALMACÉN GENERAL DE EPM","2024-10-07","","18.12922801"
"ALMACÉN GENERAL DE EPM","2024-10-06","","11.95461315"
"ALMACÉN GENERAL DE EPM","2024-10-05","","17.70290767"
"ALMACÉN GENERAL DE EPM","2024-10-04","","14.40896188"
"ALMACÉN GENERAL DE EPM","2024-10-03","","12.97707837"
"ALMACÉN GENERAL DE EPM","2024-10-02","","14.24312816"
"ALMACÉN GENERAL DE EPM","2024-10-01","","27.3684292"
"ALMACÉN GENERAL DE EPM","2024-09-30","","31.6770113"
"ALMACÉN GENERAL DE EPM","2024-09-29","","13.85757064"
"ALMACÉN GENERAL DE EPM","2024-09-28","","25.09436732"
"ALMACÉN GENERAL DE EPM","2024-09-27","","25.95070064"
"ALMACÉN GENERAL DE EPM","2024-09-26","","13.88908372"
"ALMACÉN GENERAL DE EPM","2024-09-25","","11.64902466"
"ALMACÉN GENERAL DE EPM","2024-09-24","","10.93705463"
"ALMACÉN GENERAL DE EPM","2024-09-23","","11.43959068"
"ALMACÉN GENERAL DE EPM","2024-09-22","","6.1695739"
"ALMACÉN GENERAL DE EPM","2024-09-21","","11.86795417"
"ALMACÉN GENERAL DE EPM","2024-09-20","","11.14432385"
"ALMACÉN GENERAL DE EPM","2024-09-19","","6.93367069"
"ALMACÉN GENERAL DE EPM","2024-09-18","","10.03151993"
