"Estacion","Fecha inicial","Fecha final","NO"
"TANQUES EPM - GIRARDOTA","2025-05-08","","17.48254388"
"TANQUES EPM - GIRARDOTA","2025-05-07","","18.32636757"
"TANQUES EPM - GIRARDOTA","2025-05-06","","8.32068563"
"TANQUES EPM - GIRARDOTA","2025-05-05","","4.495009"
"TANQUES EPM - GIRARDOTA","2025-05-04","","6.88696301"
"TANQUES EPM - GIRARDOTA","2025-05-03","","16.22913827"
"TANQUES EPM - GIRARDOTA","2025-05-02","","8.4963942"
"TANQUES EPM - GIRARDOTA","2025-05-01","","12.87491161"
"TANQUES EPM - GIRARDOTA","2025-04-30","","9.65681994"
"TANQUES EPM - GIRARDOTA","2025-04-29","","5.91733441"
"TANQUES EPM - GIRARDOTA","2025-04-28","","12.27139311"
"TANQUES EPM - GIRARDOTA","2025-04-27","","5.44128345"
"TANQUES EPM - GIRARDOTA","2025-04-26","","5.54698373"
"TANQUES EPM - GIRARDOTA","2025-04-25","","11.163648"
"TANQUES EPM - GIRARDOTA","2025-04-24","","7.83779404"
"TANQUES EPM - GIRARDOTA","2025-04-23","","5.17500907"
"TANQUES EPM - GIRARDOTA","2025-04-22","","12.83018186"
"TANQUES EPM - GIRARDOTA","2025-04-21","","14.41410105"
"TANQUES EPM - GIRARDOTA","2025-04-20","","3.86835551"
"TANQUES EPM - GIRARDOTA","2025-04-19","","3.63677627"
"TANQUES EPM - GIRARDOTA","2025-04-18","","4.99176639"
"TANQUES EPM - GIRARDOTA","2025-04-17","","5.94421949"
"TANQUES EPM - GIRARDOTA","2025-04-16","","11.99127401"
"TANQUES EPM - GIRARDOTA","2025-04-15","","7.61942189"
"TANQUES EPM - GIRARDOTA","2025-04-14","","5.5912488"
"TANQUES EPM - GIRARDOTA","2025-04-13","","6.45051547"
"TANQUES EPM - GIRARDOTA","2025-04-12","","7.73674469"
"TANQUES EPM - GIRARDOTA","2025-04-11","","8.10471173"
"TANQUES EPM - GIRARDOTA","2025-04-10","","8.80242741"
"TANQUES EPM - GIRARDOTA","2025-04-09","","9.3066968"
"TANQUES EPM - GIRARDOTA","2025-04-08","","7.28022144"
"TANQUES EPM - GIRARDOTA","2025-04-07","","12.78944888"
"TANQUES EPM - GIRARDOTA","2025-04-06","","12.72893157"
"TANQUES EPM - GIRARDOTA","2025-04-05","","12.81239254"
"TANQUES EPM - GIRARDOTA","2025-04-04","","10.17950172"
"TANQUES EPM - GIRARDOTA","2025-04-03","","6.2153727"
"TANQUES EPM - GIRARDOTA","2025-04-02","","6.61812181"
