municipio,nombre_estacion,latitud,longitud,parametro
SABANETA,Centro Administrativo Municipal - Sabaneta,6.150586,-75.616363,RGlobal
SABANETA,Centro Administrativo Municipal - Sabaneta,6.150586,-75.616363,TAire?h
SABANETA,Centro Administrativo Municipal - Sabaneta,6.150586,-75.616363,HAire2
SABANETA,Centro Administrativo Municipal - Sabaneta,6.150586,-75.616363,PST
SABANETA,Centro Administrativo Municipal - Sabaneta,6.150586,-75.616363,TAire2
SABANETA,Centro Administrativo Municipal - Sabaneta,6.150586,-75.616363,DViento
SABANETA,Centro Administrativo Municipal - Sabaneta,6.150586,-75.616363,VViento
SABANETA,Centro Administrativo Municipal - Sabaneta,6.150586,-75.616363,HAire10
SABANETA,Centro Administrativo Municipal - Sabaneta,6.150586,-75.616363,PLiquida
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,P
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,HAire10
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,NO2
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,PM2.5
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,DViento
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,TMPR_AIR_10CM
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,PLiquida
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,NO
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,VViento
SABANETA,ESTACIÓN TRÁFICO SUR,6.152219,-75.627563,PM10
SABANETA,ESTACIÓN TRÁFICO SUR (S),6.152313,-75.621262,PM10
SABANETA,I.E. RAFAEL J. MEJÍA,6.145435,-75.621557,TMPR_AIR_10CM
SABANETA,I.E. RAFAEL J. MEJÍA,6.145435,-75.621557,HAire10
SABANETA,I.E. RAFAEL J. MEJÍA,6.145435,-75.621557,PM2.5
SABANETA,I.E. RAFAEL J. MEJÍA,6.145435,-75.621557,P
SABANETA,I.E. RAFAEL J. MEJÍA,6.145435,-75.621557,DViento
SABANETA,I.E. RAFAEL J. MEJÍA,6.145435,-75.621557,PLiquida
SABANETA,I.E. RAFAEL J. MEJÍA,6.145435,-75.621557,VViento
SABANETA,Sabaneta - I.E José Félix de Restrepo Vélez,6.150111,-75.6205,
