"Estacion","Fecha inicial","Fecha final","SO2"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-28","","3.88080319"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-27","","3.64281875"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-26","","6.65275387"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-25","","7.78898991"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-24","","3.67389655"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-23","","2.1178231"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-22","","1.88211424"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-21","","5.50157606"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-20","","5.42118296"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-19","","6.90521165"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-18","","5.98391985"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-17","","5.0562386"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-16","","6.90285362"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-15","","3.98896289"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-14","","4.05053945"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-13","","3.78372024"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-12","","8.41157017"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-11","","6.52982421"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-10","","4.6766126"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-09","","5.28661551"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-08","","3.43834063"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-07","","6.44099554"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-06","","4.61949861"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-05","","5.98555254"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-04","","5.1399263"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-03","","7.11156529"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-02","","2.80740416"
"CASA DE JUSTICIA ITAGÜÍ","2025-06-01","","3.24585623"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-31","","8.27453678"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-30","","4.36436597"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-29","","5.67797842"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-28","","9.67738251"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-27","","5.61010221"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-26","","5.55729024"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-25","","4.99823967"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-24","","4.38974096"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-23","","6.64296666"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-22","","5.74058147"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-21","","5.64099005"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-20","","6.58113915"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-19","","3.93855726"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-18","","4.68101461"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-17","","5.04296605"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-16","","6.9499767"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-15","","6.23705772"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-14","","5.7998716"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-13","","17.12104327"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-12","","11.97816881"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-11","","10.93188764"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-10","","11.29451218"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-09","","11.7329349"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-08","","7.52019574"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-07","","9.08907305"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-06","","5.89616229"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-05","","9.60968274"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-04","","8.69223403"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-03","","10.93642222"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-02","","10.74151057"
"CASA DE JUSTICIA ITAGÜÍ","2025-05-01","","9.72188042"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-30","","10.92354249"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-29","","9.69670565"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-28","","7.13622834"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-27","","7.92424142"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-26","","6.64548119"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-25","","11.16162477"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-24","","5.11468955"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-23","","7.5336991"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-22","","10.30156359"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-21","","8.86851746"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-20","","5.22929888"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-19","","2.89116524"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-18","","2.66220879"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-17","","2.44996416"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-16","","5.81417783"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-15","","9.28410799"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-14","","6.05768147"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-13","","4.88887097"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-12","","5.06609776"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-11","","7.47031427"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-10","","6.03933587"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-09","","7.34358935"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-08","","7.83622627"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-07","","6.25569173"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-06","","6.62791352"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-05","","5.89851938"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-04","","6.57297278"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-03","","6.51212134"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-02","","5.54786303"
"CASA DE JUSTICIA ITAGÜÍ","2025-04-01","","4.45030684"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-31","","5.85428976"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-30","","6.78523747"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-29","","9.5668338"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-28","","9.52536923"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-27","","10.23433387"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-26","","10.87026929"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-25","","8.55031294"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-24","","5.3577471"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-23","","3.30395379"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-22","","3.35104921"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-21","","4.84944532"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-20","","2.81988641"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-19","","6.08978815"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-18","","6.66597944"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-17","","5.48702667"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-16","","2.6915763"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-15","","5.09485164"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-14","","3.65082083"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-13","","5.69533529"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-12","","5.22296148"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-11","","6.13567823"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-10","","6.02271285"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-09","","3.50655409"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-08","","4.17085867"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-07","","7.51306318"
"CASA DE JUSTICIA ITAGÜÍ","2025-03-06","","10.7720928"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-28","","11.36677722"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-27","","10.41641634"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-26","","11.58366256"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-25","","10.70282808"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-24","","9.5095964"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-23","","8.60259971"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-22","","8.65902466"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-21","","10.53947381"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-20","","9.8774811"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-19","","10.67024962"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-18","","8.33144471"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-17","","7.05678482"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-16","","6.21357447"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-15","","7.77608526"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-14","","8.58380237"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-13","","9.6886272"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-12","","9.23101761"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-11","","8.7939413"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-10","","11.57092951"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-09","","8.61801575"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-08","","10.13753314"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-07","","9.23722375"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-06","","9.62562534"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-05","","9.08949457"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-04","","8.72371314"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-03","","9.35373277"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-02","","7.72179905"
"CASA DE JUSTICIA ITAGÜÍ","2025-02-01","","9.05372602"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-31","","8.66867247"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-30","","8.53243374"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-29","","10.48028343"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-28","","9.5151828"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-27","","10.83816608"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-26","","8.9770626"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-25","","10.93917832"
