"Estacion","Fecha inicial","Fecha final","SO2"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-08-05","","27.13546647"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-08-04","","49.77563251"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-08-03","","35.44247428"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-08-02","","35.26410439"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-08-01","","24.2549827"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-31","","21.98551063"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-30","","18.87589746"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-29","","21.55998462"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-28","","14.54426088"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-27","","14.69701381"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-26","","11.7074208"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-25","","11.39100402"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-24","","4.68442311"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-23","","23.23590245"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-22","","10.13624783"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-21","","20.08700996"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-20","","13.15857361"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-19","","18.13395467"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-18","","28.60844113"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-17","","22.92385004"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-16","","35.05679686"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-15","","22.41103664"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-14","","20.57800151"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-13","","16.10452292"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-12","","12.06843005"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-11","","7.52853714"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-10","","22.56378957"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-09","","15.67899691"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-08","","10.1689806"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-07","","16.95557495"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-06","","24.01494238"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-05","","27.79012188"
