Fecha,DViento,HAire10,O3,P,PLiquida,RGlobal,TAire10,TMPR_AIR_10CM,VViento
2012-11-09,,,33.01496791,,,,,,
2012-11-10,,,30.40983605,,,,,,
2012-11-11,,,23.77049179,,,,,,
2012-11-12,,,23.60655737,,,,,,
2012-11-13,,,26.47540983,,,,,,
2012-11-14,,,29.83606556,,,,,,
2012-11-15,,,18.7704918,,,,,,
2012-11-16,,,26.80327868,,,,,,
2012-11-17,,,18.44262294,,,,,,
2012-11-18,,,19.09836065,,,,,,
2012-11-19,,,28.93442622,,,,,,
2012-11-20,,,30.73770491,,,,,,
2012-11-21,,,20.81967212,,,,,,
2012-11-22,,,20.32786884,,,,,,
2012-11-23,,,26.9672131,,,,,,
2012-11-24,,,33.11475409,,,,,,
2012-11-25,,,33.52459015,,,,,,
2012-11-26,,,31.55737704,,,,,,
2012-11-27,,,24.75409835,,,,,,
2012-11-28,,,35.7377049,,,,,,
2012-11-29,,,23.68852458,,,,,,
2012-11-30,,,13.93442622,,,,,,
2012-12-01,,,14.50819672,,,,,,
2012-12-02,,,27.29508196,,,,,,
2012-12-03,,,17.45901639,,,,,,
2012-12-04,,,26.47540983,,,,,,
2012-12-05,,,27.21311474,,,,,,
2012-12-06,,,34.67213113,,,,,,
2012-12-07,,,30.65573769,,,,,,
2012-12-08,,,26.14754097,,,,,,
2012-12-09,,,29.26229507,,,,,,
2012-12-10,,,24.75409835,,,,,,
2012-12-11,,,20.32786884,,,,,,
2012-12-12,,,20.08196721,,,,,,
2012-12-13,,,33.03278687,,,,,,
2012-12-14,,,21.80327868,,,,,,
2012-12-15,,,41.39344261,,,,,,
2012-12-16,,,34.91803277,,,,,,
2012-12-17,,,32.19076005,,,,,,
