Fecha,CO,DViento,HAire10,NO,NO2,O3,P,PLiquida,PM10,PM2.5,SO2,TMPR_AIR_10CM,VViento
2021-06-07,239.73210389,128.61172749,87.93679167,8.14189509,14.91392282,17.45311755,20.15965278,0.09041667,26.68181818,11.33333333,24.89872718,20.15965278,1.25636134
2021-06-08,268.72225873,171.14913472,90.81147917,9.60124062,19.37653194,12.78532827,19.12899306,0.57791667,28.80952381,11.41666667,15.82083892,19.12899306,0.50660763
2021-06-09,286.56421738,96.83112563,91.73390278,12.51110867,22.05012823,13.03057114,18.60966667,0.20208333,29.52173913,12.58333333,34.13730358,18.60966667,0.81519065
2021-06-10,346.46813319,57.06919507,88.97122222,11.20575875,18.30422926,10.15751376,20.16124306,0.01125,33.77272727,11.04166667,22.13826356,20.16124306,0.93039045
2021-06-11,297.63575463,92.70388203,86.7984375,8.84181329,12.48040633,18.44226379,20.8251875,0.31,35.0,9.43478261,20.1524755,20.8251875,1.44046296
2021-06-12,474.53647295,160.58287202,87.69431944,15.48638843,20.6912445,15.51569888,19.41325,0.10166667,36.0952381,12.5,21.86549047,19.41325,0.93826133
2021-06-13,503.73237146,191.15376318,89.36849306,6.75154335,21.14680018,24.72048125,19.55827778,0.13291667,43.56521739,16.5,19.19231424,19.55827778,0.78887245
2021-06-14,377.49187177,80.84455811,89.47730556,8.22727752,16.73301934,18.37686569,19.72475694,0.3075,27.80952381,12.20833333,23.31664328,19.72475694,1.3078077
2021-06-15,365.38466442,119.52517461,86.39243056,16.99262359,17.09966446,13.66002783,20.37088889,0.05083333,40.125,15.04166667,34.70982949,20.37088889,1.60045465
2021-06-16,399.27507913,114.64816421,84.65630556,15.19315901,17.55909238,15.91626224,20.79275,0.03416667,44.73913043,17.33333333,31.97991646,20.79275,1.23425863
2021-06-17,285.96947365,92.27924097,79.23328472,7.57590179,16.38272027,25.13739413,22.41018056,0.12416667,44.0,11.625,19.67239487,22.41018056,1.49916277
2021-06-18,267.63539028,109.62544877,79.52186806,10.16721614,15.01638605,20.10991531,21.5139375,0.03958333,35.52380952,9.0,26.45898922,21.5139375,1.9326113
2021-06-19,327.03477311,123.02451447,81.89577083,9.06743181,14.77756091,21.12358583,21.09899306,0.07375,38.61904762,9.79166667,16.86828756,21.09899306,1.33628136
